ymd,gicode,co_nm,strt_prc,high_prc,low_prc,cls_prc,adj_prc,par_val,trd_qty,trd_qty_avg,trd_qty_sum,trd_amt,trd_amt_avg,trd_amt_sum
2012-09-30,A055550,신한지주,40050,41200,33100,37950,37950,5000,1411216,1356098,86790274,53481579450,49634733699,3176622956730
2012-12-31,A055550,신한지주,38200,39450,33350,38850,38850,5000,587830,968017,59049035,22681955850,35446314633,2162225192617
2013-03-31,A055550,신한지주,38850,43650,37600,40400,40400,5000,1047648,1083492,66093008,42705818950,43921174367,2679191636415
2013-06-30,A055550,신한지주,40500,41200,35800,37600,37600,5000,1326418,951656,59002651,50180845500,36804796792,2281897401078
2013-09-30,A055550,신한지주,37000,45100,37000,43650,43650,5000,700233,876582,54348093,30612714450,35913613022,2226644007370
2013-12-31,A055550,신한지주,43800,48800,42150,47300,47300,5000,695308,969944,60136499,32789011900,43975173252,2726460741620
2014-03-31,A055550,신한지주,47850,48150,41900,47000,47000,5000,1244296,962596,58718383,58236333400,42687216437,2603920202650
2014-06-30,A055550,신한지주,47550,48100,44200,46850,46850,5000,506341,752597,45155792,23567628900,34636191095,2078171465712
2014-09-30,A055550,신한지주,46500,54000,45000,48600,48600,5000,927593,908445,56323564,45439662100,45450909145,2817956366973
2014-12-31,A055550,신한지주,48900,52000,44450,44450,44450,5000,1094738,785826,48721207,49434855050,38137133492,2364502276502
2015-03-31,A055550,신한지주,44150,46950,40650,41950,41950,5000,955877,1090768,65446053,40091470700,46861635275,2811698116498
2015-06-30,A055550,신한지주,42100,47050,39000,41550,41550,5000,847365,1027097,63680010,35244047650,43455784740,2694258653871
2015-09-30,A055550,신한지주,41500,43500,38700,41400,41400,5000,1604682,1006900,63434705,65255433000,40939174567,2579167997711
2015-12-31,A055550,신한지주,41700,44750,39500,39550,39550,5000,688533,757897,47747501,27312223500,31842622833,2006085238496
2016-03-31,A055550,신한지주,39000,41950,36000,40500,40500,5000,1611574,881559,52893512,64921694050,34605997070,2076359824215
2016-06-30,A055550,신한지주,40300,43200,36350,38000,38000,5000,777122,841259,51316791,29393203812,33595542098,2049328067989
2016-09-30,A055550,신한지주,37150,41650,36750,40150,40150,5000,779489,643205,39878721,31306505100,25644234995,1589942569710
2016-12-31,A055550,신한지주,40650,48400,39800,45250,45250,5000,729372,989985,62369048,33131687650,43734534321,2755275662218
2017-03-31,A055550,신한지주,45400,50300,44550,46600,46600,5000,974497,1102971,68384226,45571111250,51421005142,3188102318797
2017-05-12,A055550,신한지주,46450,51400,45400,50100,50100,5000,648807,927784,24122389,32704623500,44623612301,1160213919838
2010-06-30,A032830,삼성생명,119500,121000,95500,103500,103500,500,713599,1170974,39813111,73307065500,126938352497,4315903984900
2010-09-30,A032830,삼성생명,102500,115000,101500,104000,104000,500,410041,523279,32966564,42719166820,57029641545,3592867417332
2010-12-31,A032830,삼성생명,105000,107500,97000,102500,102500,500,307032,370630,24090927,31569095000,37788644523,2456261894000
2011-03-31,A032830,삼성생명,104000,113500,99700,103000,103000,500,474596,496823,29809352,48634576500,53027755569,3181665334110
2011-06-30,A032830,삼성생명,102500,104000,88200,95000,95000,500,210663,387283,24011518,19961355900,37051102735,2297168369572
2011-09-30,A032830,삼성생명,96000,101000,81000,90800,90800,500,294430,451599,28450755,26534373700,40669887519,2562202913700
2011-12-31,A032830,삼성생명,88400,93000,79500,80900,80900,500,160220,325726,20520734,12984892100,27860938282,1755239111752
2012-03-31,A032830,삼성생명,81000,101000,80000,99000,99000,500,219029,243703,15109577,21672420200,21862908084,1355500301201
2012-06-30,A032830,삼성생명,98500,102000,90400,93100,93100,500,234279,258692,15780225,21669146100,24998977387,1524937620600
2012-09-30,A032830,삼성생명,92300,98400,89500,96100,96100,500,122559,144429,9243433,11743342100,13715323785,877780722260
2012-12-31,A032830,삼성생명,95600,97500,91100,94300,94300,500,108574,113383,6916388,10289971100,10672602487,651028751699
2013-03-31,A032830,삼성생명,94900,110000,94100,104500,104500,500,144870,209878,12802559,15132178500,21811015228,1330471928911
2013-06-30,A032830,삼성생명,104000,110000,96800,108000,108000,500,286429,212895,13199493,30842461000,22552437583,1398251130146
2013-09-30,A032830,삼성생명,108000,110000,100000,104500,104500,500,464685,252576,15659732,48765892000,26245278810,1627207286224
2013-12-31,A032830,삼성생명,104500,107000,95600,104000,104000,500,124436,144993,8989577,12896770000,14880289462,922577946650
2014-03-31,A032830,삼성생명,104500,104500,97000,100500,100500,500,150541,166034,10128045,15198076244,16707674403,1019168138600
2014-06-30,A032830,삼성생명,100500,108500,90600,102000,102000,500,186577,373115,22386880,18993586000,37194091842,2231645510528
2014-09-30,A032830,삼성생명,101500,111000,98600,106000,106000,500,208486,220765,13687401,22066598500,23319137452,1445786522006
2014-12-31,A032830,삼성생명,105000,128000,104000,116500,116500,500,294840,277958,17233390,34345486500,32575600507,2019687231457
2015-03-31,A032830,삼성생명,115000,120500,95000,96700,96700,500,192476,271956,16317357,18630112500,28524957146,1711497428763
2015-06-30,A032830,삼성생명,96700,118500,94300,107500,107500,500,195930,484735,30053541,21012156880,52404087942,3249053452424
2015-09-30,A032830,삼성생명,107000,109500,91400,98900,98900,500,491696,236312,14887673,47893292300,23598997975,1486736872394
2015-12-31,A032830,삼성생명,98200,116000,97100,110000,110000,500,248608,303356,19111430,27377516500,32254189736,2032013953393
2016-03-31,A032830,삼성생명,109500,118500,96700,117500,117500,500,478731,351281,21076854,56301111500,38434871129,2306092267727
2016-06-30,A032830,삼성생명,118000,121000,97900,100500,100500,500,672968,263118,16050175,67909382100,28049632462,1711027580166
2016-09-30,A032830,삼성생명,100500,109500,94000,105500,105500,500,161905,223330,13846455,17124945500,22691759306,1406889076991
2016-12-31,A032830,삼성생명,106500,119000,103500,112500,112500,500,175763,232117,14623377,19934466000,25838399660,1627819178569
2017-03-31,A032830,삼성생명,112000,116500,104500,108500,108500,500,121166,178094,11041797,13109333500,19596191168,1214963852441
2017-05-12,A032830,삼성생명,109000,118500,107500,118000,118000,500,340058,224381,5833899,40048971500,24929520625,648167536248
2008-12-31,A105560,KB금융,48150,56000,21650,33700,32940,5000,1426548,4620226,263352884,49193307850,159162748213,9072276648150
2009-03-31,A105560,KB금융,33650,41000,26000,32950,32207,5000,3147540,3088826,188418363,106329003750,101793941582,6209430436520
2009-06-30,A105560,KB금융,33900,48400,33500,42800,41835,5000,1833385,2922734,184132260,79279457500,120453660452,7588580608490
2009-09-30,A105560,KB금융,42400,63000,42050,60500,60500,5000,1963026,2056519,135730230,118779338300,110161980062,7270690684108
2009-12-31,A105560,KB금융,60600,64100,55500,59700,59700,5000,1118610,1530469,96419564,66193126300,92226287087,5810256086490
2010-03-31,A105560,KB금융,59700,60100,45550,54600,54600,5000,1333839,1755206,107067540,72743235400,92255721701,5627599023732
2010-06-30,A105560,KB금융,54500,57900,46050,47500,47500,5000,1849719,2004277,124265197,88002120650,103523150658,6418435340802
2010-09-30,A105560,KB금융,47100,53300,45750,49000,49000,5000,2157677,1993341,125580488,105454652150,98782202867,6223278780618
2010-12-31,A105560,KB금융,48800,60600,48800,60000,60000,5000,1281246,1930422,125477431,76844866200,104049840454,6763239629532
2011-03-31,A105560,KB금융,60600,62100,52800,57500,57500,5000,3014356,2055051,123303056,173578327600,118440424517,7106425471047
2011-06-30,A105560,KB금융,57800,59400,47500,50500,50500,5000,1266469,2093469,129795066,64222102100,113410565255,7031455045810
2011-09-30,A105560,KB금융,51400,55400,34100,40350,40350,5000,2746947,3459739,217963549,109970725850,158408077587,9979708887953
2011-12-31,A105560,KB금융,37700,46300,34800,36300,36300,5000,771132,1912760,120503877,27945647100,75935150457,4783914478790
2012-03-31,A105560,KB금융,36150,45000,35100,41350,41350,5000,2320750,1734366,107530665,95721495940,71657497856,4442764867090
2012-06-30,A105560,KB금융,41900,43950,34900,36900,36900,5000,2037651,1296286,79073445,74385998200,50732357448,3094673804303
2012-09-30,A105560,KB금융,37450,41850,32500,39700,39700,5000,837838,1284248,82191841,33054251440,47799832651,3059189289680
2012-12-31,A105560,KB금융,39300,40150,33900,37900,37900,5000,954400,1050821,64100108,36018688400,38583013362,2353563815100
2013-03-31,A105560,KB금융,38300,40950,35850,37500,37500,5000,1117936,1629293,99386898,42085034650,62233230609,3796227067175
2013-06-30,A105560,KB금융,37500,37850,33550,34200,34200,5000,1399669,1093667,67807341,47732214850,39279909127,2435354365865
2013-09-30,A105560,KB금융,33900,39050,31100,37600,37600,5000,1165883,1155235,71624558,43939782850,41265182914,2558441340669
2013-12-31,A105560,KB금융,37300,44250,37300,42250,42250,5000,1339335,1072249,66479439,56477265900,43375906478,2689306201659
2014-03-31,A105560,KB금융,42600,43150,35350,37250,37250,5000,1162083,1215391,74138836,43129465050,46046893667,2808860513696
2014-06-30,A105560,KB금융,37300,37850,34000,35200,35200,5000,758389,997034,59822044,26629245400,35712513294,2142750797648
2014-09-30,A105560,KB금융,35000,43400,34600,38550,38550,5000,962754,1191151,73851356,37109795050,46778745078,2900282194834
2014-12-31,A105560,KB금융,39300,43250,36050,36150,36150,5000,1110792,872073,54068531,40483642150,34204390540,2120672213453
2015-03-31,A105560,KB금융,36150,40400,34800,39300,39300,5000,1002220,927144,55628661,39333012350,34855251478,2091315088657
2015-06-30,A105560,KB금융,39500,42800,36100,36900,36900,5000,741426,954764,59195349,27277874350,37743683001,2340108346089
2015-09-30,A105560,KB금융,36700,38200,33200,35250,35250,5000,1603554,997242,62826235,55705612295,35600782350,2242849288061
2015-12-31,A105560,KB금융,35050,37250,33050,33150,33150,5000,582405,864319,54452067,19331159000,30224918800,1904169884400
2016-03-31,A105560,KB금융,32900,33200,27600,31850,31850,5000,1279256,1143172,68590302,40823141300,34914183841,2094851030486
2016-06-30,A105560,KB금융,32450,36600,31150,32600,32600,5000,792541,919896,56113651,25863662850,31115977416,1898074622385
2016-09-30,A105560,KB금융,32700,40200,31500,37850,37850,5000,1025908,915030,56731863,38820611200,33585616594,2082308228842
2016-12-31,A105560,KB금융,38550,44700,37800,42800,42800,5000,947076,1076992,67850508,40466542500,44861526472,2826276167728
2017-03-31,A105560,KB금융,42800,51900,42000,49000,49000,5000,1269288,1057254,65549768,62301220700,50359966382,3122317915708
2017-05-12,A105560,KB금융,48900,54900,46650,52900,52900,5000,878725,1107774,28802112,46812689700,55951980284,1454751487379
2001-06-30,A051910,LG화학,14500,19500,12000,17300,24604,5000,450970,683674,31448990,7819194500,10700851076,492239149500
2001-09-30,A051910,LG화학,17250,17550,13500,14000,19911,5000,218920,275609,17363390,3068037000,4274156460,269271857000
2001-12-31,A051910,LG화학,14500,23250,13900,21750,30933,5000,315330,441477,26930100,6849427000,8381002689,511241164000
2002-03-31,A051910,LG화학,21750,45050,21400,43700,62151,5000,315311,568453,33538711,13748074200,19249757300,1135735680700
2002-06-30,A051910,LG화학,43500,53500,36300,43500,61867,5000,402600,793924,48429365,17197398000,34282320113,2091221526900
2002-09-30,A051910,LG화학,41700,50900,30850,32500,46222,5000,304180,601727,37307074,9841827000,24849163582,1540648142100
2002-12-31,A051910,LG화학,32000,49150,27800,40600,57742,5000,322968,509232,31572401,13427251300,19944984291,1236589026050
2003-03-31,A051910,LG화학,40600,48100,31250,38500,54756,5000,271250,442455,27432182,10364000000,18228329260,1130156414150
2003-06-30,A051910,LG화학,37650,48650,36700,48000,68267,5000,286191,409646,24988376,13763113500,17723921880,1081159234650
2003-09-30,A051910,LG화학,47800,56800,43150,45800,65138,5000,317372,404649,24683581,14490489100,19733754536,1203759026700
2003-12-31,A051910,LG화학,43900,55200,42050,55000,78222,5000,519048,583239,36744029,28256753000,27936029685,1759969870180
2004-03-31,A051910,LG화학,55400,64200,52000,53700,76373,5000,307208,449268,26956107,16477891600,25781733757,1546904025440
2004-06-30,A051910,LG화학,54000,56400,31750,39100,55609,5000,559918,656397,40040245,21755984300,28079825528,1712869357180
2004-09-30,A051910,LG화학,39500,45900,35800,43700,62151,5000,406964,390843,24623099,17688637300,15825637216,997015144600
2004-12-31,A051910,LG화학,43200,46750,39850,41250,58667,5000,303549,325270,21142565,12459108500,13960474638,907430851450
2005-03-31,A051910,LG화학,41750,49100,37850,41000,58311,5000,309704,487299,29237956,12763727000,20481241187,1228874471230
2005-06-30,A051910,LG화학,40650,42000,35750,37800,53760,5000,412925,296211,18365087,15679808150,11424905596,708344146950
2005-09-30,A051910,LG화학,37550,46500,37150,44900,63858,5000,340067,442016,28288994,15223239800,18060933729,1155899758630
2005-12-31,A051910,LG화학,44200,58300,44200,57000,81067,5000,198557,345601,21772884,11256826000,17215787224,1084594595110
2006-03-31,A051910,LG화학,56300,59500,41700,44150,62791,5000,364300,360172,22690833,16032597000,17902598060,1127863677750
2006-06-30,A051910,LG화학,44250,45800,29850,33000,46933,5000,581232,486505,29676831,19041587000,19078367866,1163780439850
2006-09-30,A051910,LG화학,32850,40900,30350,37600,53476,5000,165241,361353,22765250,6243521700,13025713114,820619926200
2006-12-31,A051910,LG화학,37500,43350,36750,43100,61298,5000,276605,365807,21948404,11866660500,14955683747,897341024800
2007-03-31,A051910,LG화학,43300,48700,41550,47350,67342,5000,245758,342635,21243361,11629949250,15453867434,958139780880
2007-06-30,A051910,LG화학,47500,82000,47300,78100,111076,5000,633956,457996,28395780,49978849900,28285307885,1753689088870
2007-09-30,A051910,LG화학,78300,106500,72900,96000,136533,5000,506099,468126,28087538,48196754600,41341248433,2480474905970
2007-12-31,A051910,LG화학,96500,138000,85900,89600,127431,5000,232427,648482,40205886,20852603300,68549722143,4250082772860
2008-03-31,A051910,LG화학,90000,90000,63300,74000,105244,5000,504300,663910,40498523,37386084600,51042527804,3113594196050
2008-06-30,A051910,LG화학,74500,114500,72100,100000,142222,5000,596168,754280,45256771,59774892600,72986455382,4379187322890
2008-09-30,A051910,LG화학,101000,111500,82400,91900,130702,5000,1173251,747823,47860693,104897532500,71622365645,4583831401300
2008-12-31,A051910,LG화학,92100,95300,53600,71000,100978,5000,492437,724796,45662172,36072060000,51345334615,3234756080730
2009-03-31,A051910,LG화학,72500,91000,72300,90000,128000,5000,0,532857,32504306,0,44080285245,2688897399950
2009-06-30,A051910,LG화학,90000,155500,90000,139500,139500,5000,500274,608818,38355526,68913031000,83383157992,5253138953500
2009-09-30,A051910,LG화학,137500,255500,118000,219000,219000,5000,1691252,762647,50334722,382928950500,140097836561,9246457213053
2009-12-31,A051910,LG화학,222500,236500,190000,228500,228500,5000,361388,597161,37621147,81550144500,126358663119,7960595776514
2010-03-31,A051910,LG화학,226000,245000,196000,240500,240500,5000,306756,331455,20218772,73024596500,73213948315,4466050847204
2010-06-30,A051910,LG화학,238500,315000,236000,309500,309500,5000,333634,353225,21899953,101919386500,96951239507,6010976849404
2010-09-30,A051910,LG화학,309500,361000,277000,333500,333500,5000,386427,339847,21410371,127676958000,111311828764,7012645212131
2010-12-31,A051910,LG화학,337500,407500,301000,391000,391000,5000,204169,347277,22573022,79512679500,126015404086,8191001265605
2011-03-31,A051910,LG화학,393000,460500,364500,460000,460000,5000,341587,302841,18170452,156556975500,122480140848,7348808450853
2011-06-30,A051910,LG화학,455500,583000,440500,488000,488000,5000,250778,304949,18906812,122536692500,152847916103,9476570798360
2011-09-30,A051910,LG화학,496500,509000,293000,321000,321000,5000,500707,494595,31159472,160603926000,187526190248,11814149985600
2011-12-31,A051910,LG화학,298500,394000,276000,317500,317500,5000,194592,478205,30126943,61826900500,159858893909,10071110316282
2012-03-31,A051910,LG화학,318000,434000,313500,370000,370000,5000,408227,351883,21816735,151173902732,132616318788,8222211764830
2012-06-30,A051910,LG화학,374500,375000,261500,292000,292000,5000,493399,511486,31200629,141644921786,153312216830,9352045226658
2012-09-30,A051910,LG화학,296000,337000,283500,331500,331500,5000,267184,328369,21015635,88754901616,102486238339,6559119253699
2012-12-31,A051910,LG화학,331500,340500,287500,330000,330000,5000,171770,240442,14666937,56563102500,75770933421,4622026938674
2013-03-31,A051910,LG화학,334500,345000,265000,268000,268000,5000,330625,242748,14807645,88729281000,71772133095,4378100118825
2013-06-30,A051910,LG화학,269000,281500,230000,253000,253000,5000,393378,295333,18310635,99083991000,75470459740,4679168503874
2013-09-30,A051910,LG화학,249000,320000,248500,307500,307500,5000,246525,225482,13979874,76795161500,64541827116,4001593281210
2013-12-31,A051910,LG화학,305000,324500,272500,299500,299500,5000,127495,213109,13212742,38097759000,63081447445,3911049741591
2014-03-31,A051910,LG화학,300500,303000,235500,254000,254000,5000,265413,206991,12626448,67721801375,53280090367,3250085512401
2014-06-30,A051910,LG화학,254000,298000,249500,296000,296000,5000,156573,203085,12185128,46443833500,54926910423,3295614625372
2014-09-30,A051910,LG화학,297000,300000,250500,255500,255500,5000,192838,184227,11422047,49412039000,51288070226,3179860354034
2014-12-31,A051910,LG화학,251500,258500,172500,181000,181000,5000,173787,355902,22065932,31377329000,71341490479,4423172409718
2015-03-31,A051910,LG화학,179500,242500,163000,226000,226000,5000,131695,260062,15603711,29881570250,53945588689,3236735321355
2015-06-30,A051910,LG화학,228000,290000,222000,278500,278500,5000,163525,217674,13495806,45140130000,58172609152,3606701767432
2015-09-30,A051910,LG화학,280000,285500,206500,285500,285500,5000,547594,245865,15489512,152505582000,60316360348,3799930701901
2015-12-31,A051910,LG화학,282500,343500,270000,328500,328500,5000,170894,229539,14460956,56077290000,70794168183,4460032595528
2016-03-31,A051910,LG화학,332500,344500,273000,327500,327500,5000,235289,249097,14945828,77532303500,75825353674,4549521220455
2016-06-30,A051910,LG화학,325500,341000,230000,260000,260000,5000,432127,244819,14933966,111698204500,69026361492,4210608051015
2016-09-30,A051910,LG화학,259000,276000,227500,241500,241500,5000,242273,254559,15782675,58336534000,64076200737,3972724445697
2016-12-31,A051910,LG화학,243000,267000,215500,261000,261000,5000,165816,247046,15563883,42968356500,59890551142,3773104721954
2017-03-31,A051910,LG화학,250000,300000,247500,294000,294000,5000,250456,257638,15973569,74187752000,71449012224,4429838757916
2017-05-12,A051910,LG화학,296000,297000,270500,287500,287500,5000,201706,214456,5575867,58011226000,60163921795,1564261966660
2001-06-30,A051915,LG화학우,6020,7650,5120,7250,9169,5000,33390,125331,5765240,237590200,837948193,38545616900
2001-09-30,A051915,LG화학우,7070,8100,6180,7440,9409,5000,17280,47020,2962250,127419700,336139898,21176813600
2001-12-31,A051915,LG화학우,7570,11500,7340,11000,13912,5000,197550,120334,7340380,1999893200,1104394062,67368037800
2002-03-31,A051915,LG화학우,10050,21850,8650,20900,26432,5000,245996,246210,14526361,5197752900,3671189198,216600162700
2002-06-30,A051915,LG화학우,21400,25400,14500,16000,20235,5000,102404,194965,11892884,1643026500,3695361052,225417024150
2002-09-30,A051915,LG화학우,15300,21450,14750,16050,20299,5000,39040,102752,6370645,631658000,1842226356,114218034100
2002-12-31,A051915,LG화학우,15600,22200,15500,17800,22512,5000,127584,106235,6586552,2348402700,2016774085,125039993300
2003-03-31,A051915,LG화학우,17850,20950,14800,17650,22322,5000,47380,71730,4447288,835000000,1304657019,80888735200
2003-06-30,A051915,LG화학우,17250,22300,17250,22100,27950,5000,50745,63377,3865979,1117742500,1254403215,76518596100
2003-09-30,A051915,LG화학우,21650,24950,19700,20500,25926,5000,13920,40464,2468298,285915000,909787138,55497015400
2003-12-31,A051915,LG화학우,20350,25750,19050,24500,30985,5000,96904,75496,4756261,2357874000,1713918760,107976881900
2004-03-31,A051915,LG화학우,24800,31500,24050,25800,32629,5000,58350,73527,4411612,1481515500,2002529588,120151775250
2004-06-30,A051915,LG화학우,25850,28750,19600,22900,28962,5000,14413,55258,3370712,332700200,1298315809,79197264350
2004-09-30,A051915,LG화학우,23000,27500,21200,26300,33262,5000,62987,24292,1530381,1663128600,595605263,37523131550
2004-12-31,A051915,LG화학우,26300,27750,24400,25300,31997,5000,53304,28818,1873144,1349168200,762681894,49574323110
2005-03-31,A051915,LG화학우,25300,30500,23750,28750,36360,5000,13065,48461,2907666,375526750,1283741997,77024519800
2005-06-30,A051915,LG화학우,28950,29000,26000,27300,34526,5000,28910,20930,1297646,795809000,581173694,36032769000
2005-09-30,A051915,LG화학우,27300,32600,25750,31200,39459,5000,39496,20730,1326703,1241107200,586148991,37513535450
2005-12-31,A051915,LG화학우,30700,43000,30700,40000,50588,5000,18392,21062,1326926,747584000,774474023,48791863450
2006-03-31,A051915,LG화학우,39350,43300,27600,28450,35981,5000,20897,37410,2356845,592604150,1277975935,80512483930
2006-06-30,A051915,LG화학우,28500,29300,19900,20650,26116,5000,54186,44169,2694297,1119660400,1110378957,67733116400
2006-09-30,A051915,LG화학우,20800,24750,19900,23150,29278,5000,80389,42682,2688945,1829369850,950107921,59856799050
2006-12-31,A051915,LG화학우,22800,26250,22250,25650,32440,5000,25830,30294,1817646,657474500,749016326,44940979550
2007-03-31,A051915,LG화학우,25350,27150,22750,24300,30732,5000,6210,24364,1510552,150302500,609838055,37809959400
2007-06-30,A051915,LG화학우,24450,43300,24100,42200,53371,5000,20730,42650,2644321,890948000,1356243094,84087071840
2007-09-30,A051915,LG화학우,42100,53200,39300,46000,58176,5000,14627,31892,1913538,676110500,1462368768,87742126060
2007-12-31,A051915,LG화학우,45700,53000,35350,40800,51600,5000,11800,52087,3229369,480481500,2324642699,144127847350
2008-03-31,A051915,LG화학우,40000,40250,29400,35500,44897,5000,18321,16970,1035187,640903500,573896279,35007673030
2008-06-30,A051915,LG화학우,35100,46300,34550,40800,51600,5000,6320,16354,981244,255739500,672834189,40370051350
2008-09-30,A051915,LG화학우,41000,46000,35000,36500,46162,5000,52850,29698,1900692,1885827500,1174557822,75171700600
2008-12-31,A051915,LG화학우,36500,37000,24000,28800,36424,5000,35210,50797,3200231,1009962500,1486753244,93665454350
2009-03-31,A051915,LG화학우,29000,34350,27600,34000,43000,5000,0,29745,1814439,0,931719864,56834911700
2009-06-30,A051915,LG화학우,34000,56000,34000,49700,49700,5000,30574,41126,2590962,1520189450,1976010324,124488650400
2009-09-30,A051915,LG화학우,49500,86400,49300,76800,76800,5000,106124,78172,5159356,8366589900,5337017105,352243128900
2009-12-31,A051915,LG화학우,77300,85200,70400,82500,82500,5000,33860,39973,2518288,2748560100,3084594843,194329475100
2010-03-31,A051915,LG화학우,81800,86400,74300,84900,84900,5000,24607,25602,1561739,2092231800,2041220510,124514451100
2010-06-30,A051915,LG화학우,84900,126000,84300,116000,116000,5000,49356,38394,2380418,5708786500,4005399456,248334766300
2010-09-30,A051915,LG화학우,115500,132000,100500,118500,118500,5000,33062,46371,2921354,3918178500,5557364114,350113939203
2010-12-31,A051915,LG화학우,120500,178000,110000,159000,159000,5000,49637,74463,4840077,7798602500,11343849992,737350249500
2011-03-31,A051915,LG화학우,158500,173500,137000,163500,163500,5000,34973,34789,2087355,5703347000,5324123250,319447395000
2011-06-30,A051915,LG화학우,163000,199000,146000,165000,165000,5000,29095,41224,2555911,4755394000,7123908666,441682337300
2011-09-30,A051915,LG화학우,167000,170000,99300,109000,109000,5000,29446,35119,2212503,3160115000,4557160669,287101122174
2011-12-31,A051915,LG화학우,101000,131500,98500,107500,107500,5000,14364,33883,2134659,1528536000,3872810094,243987035900
2012-03-31,A051915,LG화학우,106000,133500,104000,116000,116000,5000,25198,27650,1714303,2894744000,3279960661,203357561000
2012-06-30,A051915,LG화학우,116500,117500,82500,88300,88300,5000,10430,22993,1402557,912935900,2161152310,131830290900
2012-09-30,A051915,LG화학우,88800,102500,86800,99200,99200,5000,12538,18760,1200665,1237256000,1786478550,114334627224
2012-12-31,A051915,LG화학우,98400,108500,91700,102000,102000,5000,28741,26274,1602690,2908618351,2587639598,157846015501
2013-03-31,A051915,LG화학우,103000,107500,87400,89500,89500,5000,17115,19497,1189312,1552553900,1849424800,112814912802
2013-06-30,A051915,LG화학우,90500,135000,83900,115000,115000,5000,34935,46617,2890277,3942799000,5161135391,319990394264
2013-09-30,A051915,LG화학우,115000,148000,110000,140000,140000,5000,19745,18113,1123014,2819149000,2415265777,149746478183
2013-12-31,A051915,LG화학우,140500,157000,132500,152500,152500,5000,17647,20725,1284980,2669951000,3038051204,188359174668
2014-03-31,A051915,LG화학우,152500,155000,126000,148500,148500,5000,22676,23872,1456176,3355235500,3431544395,209324208099
2014-06-30,A051915,LG화학우,147500,198000,142500,193000,193000,5000,21629,25718,1543088,4152095500,4212454556,252747273348
2014-09-30,A051915,LG화학우,193000,209500,156000,164000,164000,5000,50405,25995,1611691,8131431000,4863500210,301537013000
2014-12-31,A051915,LG화학우,163500,170500,129000,141000,141000,5000,15358,27069,1678308,2140862000,4006391994,248396303601
2015-03-31,A051915,LG화학우,136500,166500,122000,152000,152000,5000,14220,17726,1063574,2134546500,2635370689,158122241333
2015-06-30,A051915,LG화학우,149000,199500,149000,188000,188000,5000,13270,16460,1020515,2468021000,2990968492,185440046500
2015-09-30,A051915,LG화학우,186500,194000,153000,190000,190000,5000,27673,22248,1401593,5159008505,3869557448,243782119247
2015-12-31,A051915,LG화학우,188000,260500,181500,247000,247000,5000,9662,20004,1260227,2368561000,4457555701,280826009158
2016-03-31,A051915,LG화학우,251000,254500,198000,227000,227000,5000,20422,17118,1027077,4669983500,3752379969,225142798166
2016-06-30,A051915,LG화학우,227000,230500,169000,191000,191000,5000,14590,14696,896470,2762664000,2929162512,178678913214
2016-09-30,A051915,LG화학우,189000,191000,151000,164500,164500,5000,19949,16797,1041420,3293550542,2949464392,182866792275
2016-12-31,A051915,LG화학우,164500,186000,154500,179500,179500,5000,19270,13201,831661,3427975945,2251922883,141871141652
2017-03-31,A051915,LG화학우,174000,191500,169500,190500,190500,5000,8189,15837,981879,1548341000,2839987162,176079204055
2017-05-12,A051915,LG화학우,191000,191000,177500,186000,186000,5000,10483,12374,321728,1951479500,2267756217,58961661636
2006-06-30,A090430,아모레퍼시픽,380000,409500,375000,409500,40961,5000,68951,94258,188516,27189841000,36983678250,73967356500
2006-09-30,A090430,아모레퍼시픽,413000,459000,387500,440000,44011,5000,11229,14125,889855,4928182500,5896842072,371501050540
2006-12-31,A090430,아모레퍼시픽,440000,580000,433500,580000,58015,5000,12110,10773,646367,6910019670,5423658791,325419527460
2007-03-31,A090430,아모레퍼시픽,574000,578000,506000,518000,51813,5000,19909,11029,683772,10148996000,5963440187,369733291600
2007-06-30,A090430,아모레퍼시픽,518000,800000,512000,732000,73219,5000,13636,14747,914341,9809928000,9647299170,598132548560
2007-09-30,A090430,아모레퍼시픽,729000,729000,548000,683000,68318,5000,3407,11138,668259,2326063000,7153789139,429227348320
2007-12-31,A090430,아모레퍼시픽,674000,925000,616000,710000,71018,5000,13375,25890,1605187,9673569000,20069625126,1244316757800
2008-03-31,A090430,아모레퍼시픽,710000,760000,489000,535000,53514,5000,16390,17057,1040467,8703641000,10116933646,617132952390
2008-06-30,A090430,아모레퍼시픽,530000,687000,510000,648000,64817,5000,11978,17476,1048589,7789324000,10622928795,637375727670
2008-09-30,A090430,아모레퍼시픽,644000,703000,497000,645000,64517,5000,15623,21404,1369839,10130431000,13199542410,844770714240
2008-12-31,A090430,아모레퍼시픽,645000,691000,485000,654000,65417,5000,29914,24915,1569644,19427766500,14784633714,931431923990
2009-03-31,A090430,아모레퍼시픽,646000,651000,524000,610000,61016,5000,25008,19840,1210252,15193161000,11542563384,704096366413
2009-06-30,A090430,아모레퍼시픽,612000,699000,585000,683000,68318,5000,25393,21056,1326531,17321715000,13218229005,832748427328
2009-09-30,A090430,아모레퍼시픽,685000,855000,656000,844000,84422,5000,36312,18739,1236748,30640372078,13666004193,901956276762
2009-12-31,A090430,아모레퍼시픽,854000,935000,776000,934000,93424,5000,8531,15501,976550,7918867000,13111002414,825993152071
2010-03-31,A090430,아모레퍼시픽,934000,944000,751000,823000,82321,5000,15821,14392,877924,13012271000,11732633725,715690657217
