ymd,gicode,co_nm,strt_prc,high_prc,low_prc,cls_prc,adj_prc,par_val,trd_qty,trd_qty_avg,trd_qty_sum,trd_amt,trd_amt_avg,trd_amt_sum
2001-03-31,A005930,삼성전자,158000,235000,157000,208000,208000,5000,602077,817691,49061473,123804441000,162967186392,9778031183500
2001-06-30,A005930,삼성전자,202000,246000,180500,192000,192000,5000,613537,703327,43606273,117326199000,148722475040,9220793452500
2001-09-30,A005930,삼성전자,192000,202000,134000,140000,140000,5000,945715,590280,37187652,134330760000,103337235452,6510245833500
2001-12-31,A005930,삼성전자,150000,293000,143000,279000,279000,5000,769638,820688,50061954,214524112000,177112880697,10803885722500
2002-03-31,A005930,삼성전자,283000,371000,281000,368000,368000,5000,738768,913791,53913671,271918204000,301167205398,17768865118500
2002-06-30,A005930,삼성전자,375000,432000,309000,329000,329000,5000,911219,982874,59955284,298613266000,361880975238,22074739489500
2002-09-30,A005930,삼성전자,322000,370500,294000,298500,298500,5000,815688,708170,43906515,242202248000,235100950605,14576258937500
2002-12-31,A005930,삼성전자,291000,395000,265500,314000,314000,5000,998166,805096,49915931,319775419000,275067464371,17054182791000
2003-03-31,A005930,삼성전자,319000,359000,259500,284000,284000,5000,928851,736150,45641284,269401000000,221173756008,13712772872500
2003-06-30,A005930,삼성전자,278000,375000,272000,355000,355000,5000,312166,644339,39304680,111393405000,202388660402,12345708284500
2003-09-30,A005930,삼성전자,355000,470000,352000,392000,392000,5000,841868,532616,32489572,333041966000,220828767574,13470554822000
2003-12-31,A005930,삼성전자,388000,484500,387000,451000,451000,5000,448634,562817,35457464,201610489000,253789283214,15988724842470
2004-03-31,A005930,삼성전자,451000,572000,446500,572000,572000,5000,597861,516733,31004007,339640545720,273428757202,16405725432130
2004-06-30,A005930,삼성전자,570000,638000,421000,477000,477000,5000,519841,730403,44554556,246996639500,382501585157,23332596694600
2004-09-30,A005930,삼성전자,476000,488000,399500,458000,458000,5000,532078,509716,32112113,242782754000,223162034851,14059208195590
2004-12-31,A005930,삼성전자,458000,501000,399000,450500,450500,5000,345360,535428,34802795,154848896000,236711855993,15386270639570
2005-03-31,A005930,삼성전자,452500,532000,433500,502000,502000,5000,346725,444838,26690267,174568568000,219656810676,13179408640530
2005-06-30,A005930,삼성전자,502000,525000,449500,494000,494000,5000,396777,413262,25622254,195712201260,201118314156,12469335477670
2005-09-30,A005930,삼성전자,494000,619000,493000,588000,588000,5000,458085,439534,28130159,272117845590,247157517833,15818081141280
2005-12-31,A005930,삼성전자,590000,670000,545000,659000,659000,5000,420541,424866,26766527,279036250880,255583048502,16101732055610
2006-03-31,A005930,삼성전자,664000,743000,604000,630000,630000,5000,417979,450660,28391552,261992428150,301003785433,18963238482290
2006-06-30,A005930,삼성전자,636000,697000,541000,603000,603000,5000,589329,460005,28060279,356498400200,286465775016,17474412276000
2006-09-30,A005930,삼성전자,607000,679000,576000,664000,664000,5000,226625,324637,20452149,150643907000,204290211611,12870283331500
2006-12-31,A005930,삼성전자,659000,676000,599000,613000,613000,5000,218266,344808,20688483,134101974000,216763670100,13005820206020
2007-03-31,A005930,삼성전자,620000,628000,558000,563000,563000,5000,455340,511372,31705083,257208757350,299328681745,18558378268160
2007-06-30,A005930,삼성전자,564000,610000,525000,566000,566000,5000,576459,531879,32976479,329410667190,305372778900,18933112291830
2007-09-30,A005930,삼성전자,558000,687000,532000,575000,575000,5000,857833,588767,35326005,492654311750,352977339417,21178640365000
2007-12-31,A005930,삼성전자,576000,617000,500000,556000,556000,5000,296401,630146,39069025,166106311000,347607026713,21551635656210
2008-03-31,A005930,삼성전자,559000,629000,511000,623000,623000,5000,586773,519798,31707649,365933103000,293869852465,17926061000380
2008-06-30,A005930,삼성전자,628000,764000,618000,625000,625000,5000,573479,523763,31425772,361359069240,361946017073,21716761024360
2008-09-30,A005930,삼성전자,626000,645000,500000,539000,539000,5000,757960,571810,36595815,401554258010,319794646199,20466857356750
2008-12-31,A005930,삼성전자,542000,560000,403000,451000,451000,5000,359177,701135,44171481,164845255000,338006631467,21294417782400
2009-03-31,A005930,삼성전자,453500,590000,438500,568000,568000,5000,400383,505056,30808425,229498977500,253595456859,15469322868380
2009-06-30,A005930,삼성전자,570000,632000,520000,592000,592000,5000,411839,552157,34785891,247544574000,317974693251,20032405674844
2009-09-30,A005930,삼성전자,594000,829000,590000,815000,815000,5000,479813,461857,30482570,392123925680,337023008786,22243518579877
2009-12-31,A005930,삼성전자,811000,815000,701000,799000,799000,5000,295625,414143,26090997,234828617000,310111947655,19537052702243
2010-03-31,A005930,삼성전자,803000,850000,733000,818000,818000,5000,434300,321924,19637394,358010681000,255374326072,15577833890369
2010-06-30,A005930,삼성전자,826000,875000,736000,774000,774000,5000,536406,340692,21122907,415105644268,275278597407,17067273039220
2010-09-30,A005930,삼성전자,779000,840000,745000,777000,777000,5000,337258,326647,20578753,261184132000,255765128558,16113203099129
2010-12-31,A005930,삼성전자,772000,953000,735000,949000,949000,5000,183831,401197,26077787,173983149000,328426103174,21347696706336
2011-03-31,A005930,삼성전자,955000,1014000,853000,932000,932000,5000,527666,420904,25254258,489592435827,390697723563,23441863413793
2011-06-30,A005930,삼성전자,936000,948000,795000,826000,826000,5000,328339,387435,24020989,271200105000,343033457992,21268074395520
2011-09-30,A005930,삼성전자,843000,899000,672000,840000,840000,5000,516023,406465,25607294,426734995544,318990734121,20096416249643
2011-12-31,A005930,삼성전자,805000,1084000,796000,1058000,1058000,5000,218898,369517,23279542,233117960000,357604437857,22529079584991
2012-03-31,A005930,삼성전자,1070000,1311000,1011000,1275000,1275000,5000,305967,321450,19929891,388085926840,364609797334,22605807434718
2012-06-30,A005930,삼성전자,1275000,1418000,1128000,1201000,1201000,5000,373478,345768,21091835,441048469255,434315327484,26493234976534
2012-09-30,A005930,삼성전자,1208000,1360000,1091000,1346000,1346000,5000,358509,360039,23042490,484026468699,446270443873,28561308407855
2012-12-31,A005930,삼성전자,1354000,1536000,1276000,1522000,1522000,5000,212266,267312,16306043,321894598000,372152196019,22701283957148
2013-03-31,A005930,삼성전자,1533000,1584000,1371000,1527000,1527000,5000,190674,265421,16190657,291212087000,394205042207,24046507574604
2013-06-30,A005930,삼성전자,1535000,1566000,1245000,1342000,1342000,5000,419225,295175,18300863,562223391992,427624087359,26512693416239
2013-09-30,A005930,삼성전자,1334000,1425000,1209000,1367000,1367000,5000,233018,269618,16716345,318864246000,353133784212,21894294621147
2013-12-31,A005930,삼성전자,1380000,1503000,1360000,1372000,1372000,5000,338162,200733,12445449,463833066380,289406543214,17943205679270
2014-03-31,A005930,삼성전자,1348000,1355000,1234000,1343000,1343000,5000,265197,246172,15016476,354429152734,319692018724,19501213142188
2014-06-30,A005930,삼성전자,1345000,1495000,1296000,1322000,1322000,5000,177621,246403,14784205,234171062498,340885751014,20453145060838
2014-09-30,A005930,삼성전자,1308000,1408000,1141000,1184000,1184000,5000,247586,239554,14852377,291519953393,302168047997,18734418975811
2014-12-31,A005930,삼성전자,1174000,1357000,1078000,1327000,1327000,5000,212982,266701,16535473,282886379000,325570801014,20185389662888
2015-03-31,A005930,삼성전자,1340000,1510000,1282000,1441000,1441000,5000,196853,231126,13867587,283503571608,321964793110,19317887586585
2015-06-30,A005930,삼성전자,1437000,1494000,1240000,1268000,1268000,5000,197407,219286,13595734,251446307000,297602637593,18451363530756
2015-09-30,A005930,삼성전자,1268000,1311000,1033000,1134000,1134000,5000,458936,268843,16937099,513149890680,311853224803,19646753162580
2015-12-31,A005930,삼성전자,1140000,1393000,1112000,1260000,1260000,5000,203958,238255,15010045,257149317000,305329212737,19235740402455
2016-03-31,A005930,삼성전자,1260000,1321000,1088000,1312000,1312000,5000,382615,218637,13118247,500181052171,261157375435,15669442526129
2016-06-30,A005930,삼성전자,1299000,1450000,1240000,1425000,1425000,5000,273434,257395,15701117,388563908000,342415555700,20887348897682
2016-09-30,A005930,삼성전자,1427000,1694000,1412000,1598000,1598000,5000,235254,237517,14726045,376808322312,370167121479,22950361531721
2016-12-31,A005930,삼성전자,1610000,1830000,1494000,1802000,1802000,5000,150329,252973,15937268,269850552000,418350489748,26356080854100
2017-03-31,A005930,삼성전자,1799000,2134000,1777000,2060000,2060000,5000,210006,232801,14433652,435298443314,456386039668,28295934459443
2017-05-12,A005930,삼성전자,2070000,2361000,2004000,2291000,2291000,5000,188458,261319,6794292,432810033000,564830462331,14685592020615
2001-03-31,A005935,삼성전자우,65500,96300,65500,85500,85500,5000,85430,164122,9847303,7322243000,13734282690,824056961400
2001-06-30,A005935,삼성전자우,85000,108500,77400,80500,80500,5000,76766,148879,9230528,6164720000,13754212392,852761168300
2001-09-30,A005935,삼성전자우,81000,83300,56000,58900,58900,5000,148506,87078,5485944,8777129400,6330954848,398850155400
2001-12-31,A005935,삼성전자우,62000,121500,58900,113500,113500,5000,163861,182230,11116022,18472383500,16887644708,1030146327200
2002-03-31,A005935,삼성전자우,115500,196500,113500,196000,196000,5000,570312,337599,19918338,110006272000,50658651254,2988860424000
2002-06-30,A005935,삼성전자우,204000,228000,148000,163000,163000,5000,237416,345829,21095555,38691448000,68125667016,4155665688000
2002-09-30,A005935,삼성전자우,156000,184500,140000,147000,147000,5000,121797,162516,10075978,17630184000,26328452194,1632364036000
2002-12-31,A005935,삼성전자우,142500,193000,128500,150000,150000,5000,180438,164218,10181522,27457295000,27206118282,1686779333500
2003-03-31,A005935,삼성전자우,152000,173500,123500,138000,138000,5000,94120,138262,8572239,13131000000,19860763121,1231367313500
2003-06-30,A005935,삼성전자우,134500,180500,133000,170500,170500,5000,51689,114084,6959113,8764864500,17703724057,1079927167500
2003-09-30,A005935,삼성전자우,170500,228000,169000,192000,192000,5000,71414,109389,6672714,13714523000,22166189508,1352137560000
2003-12-31,A005935,삼성전자우,190500,257000,188000,245500,245500,5000,55465,99725,6282650,13509827500,23307599638,1468378777180
2004-03-31,A005935,삼성전자우,244500,368500,244000,336500,336500,5000,119895,119907,7194401,40020167500,37775420643,2266525238600
2004-06-30,A005935,삼성전자우,335500,379500,270000,303000,303000,5000,37719,105444,6432066,11340692000,34624684016,2112105724990
2004-09-30,A005935,삼성전자우,302500,335500,269500,301500,301500,5000,38407,52071,3280464,11521765500,15412347473,970977890780
2004-12-31,A005935,삼성전자우,301500,322000,258500,298500,298500,5000,52235,48920,3179831,15417459500,14416275518,937057908700
2005-03-31,A005935,삼성전자우,300000,354500,283000,333500,333500,5000,25316,43169,2590141,8448495200,14022683253,841360995200
2005-06-30,A005935,삼성전자우,336000,354000,292500,339500,339500,5000,53814,48012,2976725,18124049500,15539568390,963453240210
2005-09-30,A005935,삼성전자우,339500,464000,335000,454000,454000,5000,37959,43515,2784990,17157310500,16950590468,1084837789940
2005-12-31,A005935,삼성전자우,453500,494000,408500,491000,491000,5000,34288,38681,2436892,16819798000,17484095922,1101498043080
2006-03-31,A005935,삼성전자우,491500,568000,476500,497500,497500,5000,49466,41134,2591436,24533544000,21139046470,1331759927640
2006-06-30,A005935,삼성전자우,498500,545000,404500,463000,463000,5000,41973,51145,3119831,19372963700,24802025330,1512923545110
2006-09-30,A005935,삼성전자우,471000,507000,418500,497000,497000,5000,47122,31543,1987238,23326538800,14886745020,937864936230
2006-12-31,A005935,삼성전자우,496000,502000,446000,480000,480000,5000,23461,43048,2582885,11216112500,20651476795,1239088607690
2007-03-31,A005935,삼성전자우,482000,488500,420000,442500,442500,5000,27369,46801,2901651,12205601500,21059560878,1305692774420
2007-06-30,A005935,삼성전자우,443000,485000,408000,432500,432500,5000,44590,32752,2030621,19382219000,14651694043,908405030640
2007-09-30,A005935,삼성전자우,429500,525000,406000,426000,426000,5000,79346,41524,2491466,33981328000,18725039711,1123502382650
2007-12-31,A005935,삼성전자우,429000,459000,392000,428000,428000,5000,17230,35133,2178225,7337946000,14755226401,914824036860
2008-03-31,A005935,삼성전자우,427500,459000,382500,446000,446000,5000,50286,33113,2019891,22530047500,13769688382,839950991300
2008-06-30,A005935,삼성전자우,446000,539000,444000,451000,451000,5000,22194,36468,2188103,9994966140,17844139730,1070648383790
2008-09-30,A005935,삼성전자우,454000,457500,348000,371500,371500,5000,57778,30195,1932472,20869997500,11657317149,746068297520
2008-12-31,A005935,삼성전자우,373000,373000,240000,258000,258000,5000,40387,47158,2970950,10735496000,13948111179,878731004290
2009-03-31,A005935,삼성전자우,264500,331000,259000,315500,315500,5000,36415,34364,2096201,11648098000,10047538255,612899833530
2009-06-30,A005935,삼성전자우,315000,391500,307000,390000,390000,5000,22642,43502,2740624,8823088014,15029627000,946866501023
2009-09-30,A005935,삼성전자우,390000,501000,388000,493000,493000,5000,44024,34686,2289245,21841252000,15968612093,1053928398116
2009-12-31,A005935,삼성전자우,492500,527000,445500,525000,525000,5000,12737,27841,1754007,6648874000,13271969916,836134104717
2010-03-31,A005935,삼성전자우,524000,550000,471500,538000,538000,5000,29486,22221,1355508,15982317740,11393085126,694978192705
2010-06-30,A005935,삼성전자우,541000,579000,487000,525000,525000,5000,23671,24579,1523876,12408037000,13045011828,808790733305
2010-09-30,A005935,삼성전자우,523000,574000,512000,557000,557000,5000,13944,24985,1574077,7714313000,13581632708,855642860608
2010-12-31,A005935,삼성전자우,559000,657000,544000,649000,649000,5000,15020,25125,1633154,9768204000,14869764448,966534689137
2011-03-31,A005935,삼성전자우,653000,692000,583000,625000,625000,5000,22401,22977,1378647,13907001000,14394947684,863696861010
2011-06-30,A005935,삼성전자우,628000,644000,546000,560000,560000,5000,27124,20041,1242512,14973809000,12147997779,753175862294
2011-09-30,A005935,삼성전자우,560000,609000,460000,571000,571000,5000,21903,19077,1201867,12405799000,10389753772,654554487634
2011-12-31,A005935,삼성전자우,550000,694000,541000,667000,667000,5000,25504,29714,1871951,16846735000,18639011175,1174257704016
2012-03-31,A005935,삼성전자우,670000,826000,621000,795000,795000,5000,25327,33404,2071069,20142589186,23023583161,1427462155959
2012-06-30,A005935,삼성전자우,800000,821000,677000,749000,749000,5000,32146,29100,1775099,23376388071,21962825136,1339732333319
2012-09-30,A005935,삼성전자우,748000,809000,685000,789000,789000,5000,41121,22745,1455679,32117207410,17047561084,1091043909391
2012-12-31,A005935,삼성전자우,790000,885000,730000,852000,852000,5000,35804,28437,1734644,30527942000,23212474372,1415960936667
2013-03-31,A005935,삼성전자우,858000,920000,799000,876000,876000,5000,19581,29783,1816766,17121174000,25589799168,1560977749265
2013-06-30,A005935,삼성전자우,879000,1000000,797000,884000,884000,5000,51156,31418,1947929,45075271000,28334218704,1756721559670
2013-09-30,A005935,삼성전자우,886000,920000,779000,876000,876000,5000,46039,27155,1683616,39908891500,23180565191,1437195041814
2013-12-31,A005935,삼성전자우,875000,1062000,865000,1013000,1013000,5000,64851,45368,2812807,65634355965,45150709543,2799343991656
2014-03-31,A005935,삼성전자우,1022000,1074000,924000,1057000,1057000,5000,25441,42073,2566437,26714331000,41721030513,2544982861312
2014-06-30,A005935,삼성전자우,1044000,1191000,1022000,1060000,1060000,5000,31365,43594,2615637,33239975000,47162965130,2829777907794
2014-09-30,A005935,삼성전자우,1060000,1147000,866000,898000,898000,5000,43730,40101,2486281,39447364138,40364056043,2502571474659
2014-12-31,A005935,삼성전자우,905000,1056000,793000,1039000,1039000,5000,24005,39123,2425600,24467036000,36884601128,2286845269931
2015-03-31,A005935,삼성전자우,1039000,1144000,985000,1104000,1104000,5000,31072,29321,1759274,34053647000,31255269667,1875316180042
2015-06-30,A005935,삼성전자우,1100000,1169000,975000,993000,993000,5000,35303,27243,1689064,34966540000,29063973428,1801966352528
2015-09-30,A005935,삼성전자우,983000,1004000,799000,917000,917000,5000,61489,49670,3129217,55549263000,45282739176,2852812568089
2015-12-31,A005935,삼성전자우,920000,1208000,893000,1091000,1091000,5000,41028,57743,3637805,44662497000,63453649380,3997579910941
2016-03-31,A005935,삼성전자우,1091000,1125000,910000,1107000,1107000,5000,42675,41831,2509834,47273783983,42252939983,2535176398994
2016-06-30,A005935,삼성전자우,1106000,1183000,1018000,1183000,1183000,5000,46150,45238,2759538,53954596000,49198930044,3001134732673
2016-09-30,A005935,삼성전자우,1183000,1500000,1171000,1290000,1290000,5000,36625,43829,2717371,47118831000,56036291729,3474250087174
2016-12-31,A005935,삼성전자우,1309000,1456000,1206000,1433000,1433000,5000,19982,30430,1917059,28494028000,40544856230,2554325942475
2017-03-31,A005935,삼성전자우,1432000,1650000,1411000,1603000,1603000,5000,28920,59466,3686879,46751007662,91556902610,5676527961790
2017-05-12,A005935,삼성전자우,1605000,1822000,1542000,1744000,1744000,5000,60934,46783,1216370,106134657263,79567834305,2068763691942
2001-03-31,A000660,SK하이닉스,3900,7150,2915,3155,61931,5000,79731170,34502776,2070166540,254477211100,145466524706,8727991482350
2001-06-30,A000660,SK하이닉스,3160,4860,2420,2795,54865,5000,29840090,66672717,4133708450,83579801950,247959672655,15373499704600
2001-09-30,A000660,SK하이닉스,2800,2820,780,885,17372,5000,126743220,180990284,11402387880,113998258250,219484249670,13827507729200
2001-12-31,A000660,SK하이닉스,955,2950,900,2420,47504,5000,209406910,290927716,17746590690,502104990300,500322352459,30519663500000
2002-03-31,A000660,SK하이닉스,2520,3515,1390,1440,28267,5000,98908495,203835557,12026297845,145391397800,454898412488,26839006336800
2002-06-30,A000660,SK하이닉스,1490,1535,195,260,5104,5000,230094491,216484964,13205582833,58505835410,140223448487,8553630357680
2002-09-30,A000660,SK하이닉스,285,760,280,425,8343,5000,242095763,652013947,40424864743,101254177170,371497968696,23032874059140
2002-12-31,A000660,SK하이닉스,415,600,255,280,5496,5000,258891766,546006304,33852390866,73903944530,240538116859,14913363245270
2003-03-31,A000660,SK하이닉스,305,350,125,135,2650,5000,0,173501706,10757105783,0,42937548931,2662128033750
2003-06-30,A000660,SK하이닉스,135,6750,135,5790,5790,5000,12944766,21297169,1299127333,75047538640,99865042907,6091767617320
2003-09-30,A000660,SK하이닉스,5710,10000,5710,6710,6710,5000,14841139,25209761,1537795421,103259224690,209079245239,12753833959580
2003-12-31,A000660,SK하이닉스,6530,8170,5020,5600,5600,5000,11516285,9292162,585406184,63923591300,65294912931,4113579514670
2004-03-31,A000660,SK하이닉스,5740,12350,5560,12250,12250,5000,18128484,14336791,860207439,217228939900,130575678074,7834540684460
2004-06-30,A000660,SK하이닉스,12450,14300,9100,12650,12650,5000,14363759,13987986,853267147,184210404350,164437242390,10030671785790
2004-09-30,A000660,SK하이닉스,12800,12950,8270,10500,10500,5000,4136379,7069005,445347340,43606679500,73352574656,4621212203320
2004-12-31,A000660,SK하이닉스,10600,15150,10050,11650,11650,5000,5351629,9372595,609218677,61236348850,114668206312,7453433410300
2005-03-31,A000660,SK하이닉스,11800,16350,11350,13050,13050,5000,3588095,7743606,464616338,47298744250,106090292498,6365417549900
2005-06-30,A000660,SK하이닉스,13000,17750,11950,17000,17000,5000,2749534,4971699,308245307,46423380250,72607097346,4501640035450
2005-09-30,A000660,SK하이닉스,16900,25550,16700,23000,23000,5000,7730920,8780600,561958427,180843991450,194614487300,12455327187230
2005-12-31,A000660,SK하이닉스,23100,35300,19000,35300,35300,5000,12846374,12684365,799115000,446050185750,310823097221,19581855124940
2006-03-31,A000660,SK하이닉스,36100,39050,26200,28900,28900,5000,8036603,11439540,720691008,232543087450,379087006240,23882481393120
2006-06-30,A000660,SK하이닉스,29300,34850,26150,30750,30750,5000,8561922,7029564,428803378,265237760400,217124478295,13244593176010
2006-09-30,A000660,SK하이닉스,31300,40300,29900,37300,37300,5000,3886480,5096166,321058440,145060700140,177026744839,11152684924860
2006-12-31,A000660,SK하이닉스,37450,38150,33050,36450,36450,5000,2471070,4378513,262710808,90406593500,155311218115,9318673086900
2007-03-31,A000660,SK하이닉스,36900,37700,30250,32400,32400,5000,3112160,5051157,313171749,101142408150,166006785260,10292420686100
2007-06-30,A000660,SK하이닉스,32750,35350,27700,33350,33350,5000,5400964,6786003,420732170,183760665200,216353646667,13413926093370
2007-09-30,A000660,SK하이닉스,33000,40000,28650,31300,31300,5000,7468733,6205301,372318032,235737333400,217079213174,13024752790450
2007-12-31,A000660,SK하이닉스,31450,31700,22100,25950,25950,5000,1957218,5489647,340358129,51143595600,141583582910,8778182140390
2008-03-31,A000660,SK하이닉스,26000,28000,21800,27850,27850,5000,12337043,4506107,274872517,341595143300,112388507650,6855698966650
2008-06-30,A000660,SK하이닉스,27650,31950,24900,25000,25000,5000,5483324,4573612,274416743,138411729400,131829963415,7909797804920
2008-09-30,A000660,SK하이닉스,25100,25250,16750,19350,19350,5000,5375058,5136582,328741260,101560277850,108272927363,6929467351240
2008-12-31,A000660,SK하이닉스,19650,20050,5770,6700,6700,5000,7981766,17236709,1085912688,54504126610,149859276564,9441134423510
2009-03-31,A000660,SK하이닉스,6830,13250,6430,12350,12350,5000,30767790,23194805,1414883130,376735956200,208208115697,12700695057520
2009-06-30,A000660,SK하이닉스,12200,16900,11200,13650,13650,5000,8169007,22006780,1386427137,112898986950,304250197521,19167762443800
2009-09-30,A000660,SK하이닉스,13650,22600,13600,19800,19800,5000,9964191,13079390,863239708,198551442300,242036761832,15974426280896
2009-12-31,A000660,SK하이닉스,20100,23400,17100,23150,23150,5000,7868021,7829366,493250061,180577400150,153514611777,9671420541980
2010-03-31,A000660,SK하이닉스,23350,27100,20600,26700,26700,5000,7730622,8568585,522683681,206318826000,201822586370,12311177768600
2010-06-30,A000660,SK하이닉스,27050,29400,22600,25050,25050,5000,13952014,10315954,639589127,348556722350,273217184771,16939465455830
2010-09-30,A000660,SK하이닉스,25100,26250,20100,22150,22150,5000,7530575,11707247,737556557,166023889250,264677304995,16674670214696
2010-12-31,A000660,SK하이닉스,22100,26000,21750,24000,24000,5000,5687987,9902754,643679027,137178981200,234193858609,15222600809600
2011-03-31,A000660,SK하이닉스,25000,31950,24800,31300,31300,5000,7670699,9659881,579592862,240102959200,273686643227,16421198593620
2011-06-30,A000660,SK하이닉스,31350,37400,24100,25050,25050,5000,8432185,9656685,598714499,212239821550,296263095152,18368311899400
2011-09-30,A000660,SK하이닉스,25600,28150,15500,21350,21350,5000,9401314,13984251,881007823,201591534500,296748317227,18695143985300
2011-12-31,A000660,SK하이닉스,20000,24950,19750,21950,21950,5000,5006606,8318436,524061458,108946539400,186691329878,11761553782340
2012-03-31,A000660,SK하이닉스,22700,30950,22600,29250,29250,5000,9809386,7100226,440213981,290150439500,195370033092,12112942051680
2012-06-30,A000660,SK하이닉스,29150,30400,21350,23850,23850,5000,4697087,6329116,386076060,110870468180,159753343345,9744953944030
2012-09-30,A000660,SK하이닉스,24300,24650,20100,22750,22750,5000,3873405,5718096,365958116,88551044110,126643044444,8105154844400
2012-12-31,A000660,SK하이닉스,22950,27100,22100,25750,25750,5000,2648924,4568666,278688612,68152892800,114249170271,6969199386560
2013-03-31,A000660,SK하이닉스,26150,29700,23600,28750,28750,5000,3045853,4353367,265555401,88517763500,115412416457,7040157403900
2013-06-30,A000660,SK하이닉스,28900,32950,27300,31200,31200,5000,4309458,4485270,278086735,133172205600,135670474498,8411569418850
2013-09-30,A000660,SK하이닉스,30950,31850,26000,30250,30250,5000,3883347,6093131,377774127,118341980250,172892034527,10719306140680
2013-12-31,A000660,SK하이닉스,30200,37550,29800,36800,36800,5000,2537422,4578637,283875506,92805058100,154809554694,9598192391010
2014-03-31,A000660,SK하이닉스,37100,40200,35000,36000,36000,5000,8110589,3822570,233176797,292449138210,143890146001,8777298906090
2014-06-30,A000660,SK하이닉스,36650,50900,36500,48550,48550,5000,3033278,3178058,190683460,146749371850,136476874930,8188612495807
2014-09-30,A000660,SK하이닉스,49450,52400,41700,46750,46750,5000,3038001,3685958,228529425,142369587900,170012037982,10540746354867
2014-12-31,A000660,SK하이닉스,46750,49950,40300,47750,47750,5000,1159390,2216495,137422700,55546206200,102713090083,6368211585134
2015-03-31,A000660,SK하이닉스,47950,51400,43100,45550,45550,5000,2399612,2670925,160255489,109901829950,125053453810,7503207228625
2015-06-30,A000660,SK하이닉스,45950,51700,40600,42300,42300,5000,2598797,3117285,193271650,110058127200,142389173485,8828128756065
2015-09-30,A000660,SK하이닉스,42800,43200,30300,33550,33550,5000,4158644,4349065,273991123,139497175500,157935485545,9949935589304
2015-12-31,A000660,SK하이닉스,33750,38100,28550,30750,30750,5000,1801261,3619968,228058009,55517464750,117663117008,7412776371496
2016-03-31,A000660,SK하이닉스,30550,32250,25800,28150,28150,5000,4336581,3071957,184317435,122851315624,89244424765,5354665485872
2016-06-30,A000660,SK하이닉스,28450,33100,25650,32400,32400,5000,4571310,3801854,231913091,147410557900,109335337939,6669455614262
2016-09-30,A000660,SK하이닉스,31800,42000,30300,40200,40200,5000,3764773,3006822,186422957,151918448618,105982825733,6570935195426
2016-12-31,A000660,SK하이닉스,41500,46750,38700,44700,44700,5000,1808856,2789516,175739533,81023763700,118722681719,7479528948283
2017-03-31,A000660,SK하이닉스,44750,54900,44600,50500,50500,5000,2682196,4104254,254463762,135004692700,203819662059,12636819047678
2017-05-12,A000660,SK하이닉스,50800,58100,48400,55300,55300,5000,2303244,3034137,78887566,128048287177,159397752931,4144341576218
2001-03-31,A005380,현대차,11900,17800,11400,17200,17200,5000,783050,1681097,100865800,13341786500,26613475192,1596808511500
2001-06-30,A005380,현대차,17050,29750,16300,28300,28300,5000,852540,1294665,80269210,23715670000,28803673000,1785827726000
2001-09-30,A005380,현대차,28100,28300,14350,16800,16800,5000,1412160,1502303,94645100,24007138000,31207441738,1966068829500
2001-12-31,A005380,현대차,18500,28400,17700,26900,26900,5000,1430970,1577823,96247200,38249496500,37054129689,2260301911000
2002-03-31,A005380,현대차,26900,42950,26500,41900,41900,5000,1036782,1631607,96264792,43654185800,54139297436,3194218548700
2002-06-30,A005380,현대차,42000,54400,34300,36150,36150,5000,1557792,1815037,110717250,56356801300,80971126352,4939238707450
2002-09-30,A005380,현대차,35500,40200,27900,27900,27900,5000,1109779,1718624,106554693,31222479100,57989632803,3595357233800
2002-12-31,A005380,현대차,27100,36300,24600,27750,27750,5000,1533764,1656770,102719726,43101750500,51647801402,3202163686950
2003-03-31,A005380,현대차,28200,30900,20800,24000,24000,5000,1555082,1711005,106082314,37835000000,43403572433,2691021490850
2003-06-30,A005380,현대차,23300,33500,22100,31600,31600,5000,779401,1770350,107991359,24720937100,51551794720,3144659477950
2003-09-30,A005380,현대차,31300,40900,31000,33100,33100,5000,1380140,1416729,86420473,45957763000,50651984310,3089771042900
2003-12-31,A005380,현대차,32400,51200,32100,50500,50500,5000,777384,1302541,82060053,39357748000,54606930400,3440236615190
2004-03-31,A005380,현대차,51300,54500,44500,52400,52400,5000,961374,1320200,79212003,49865579600,66306190010,3978371400580
2004-06-30,A005380,현대차,52000,55800,38950,44450,44450,5000,1495968,1482866,90454819,65863689200,67633519655,4125644698970
2004-09-30,A005380,현대차,44500,57600,35800,53100,53100,5000,1377093,1098659,69215492,73335601300,53318741428,3359080709980
2004-12-31,A005380,현대차,53800,61200,49800,55500,55500,5000,1095584,1152916,74939559,60227111000,62693549994,4075080749610
2005-03-31,A005380,현대차,55500,61000,53500,55000,55000,5000,1025237,1386836,83210144,56823592000,78807443124,4728446587420
2005-06-30,A005380,현대차,54500,60000,50600,57500,57500,5000,673830,905418,56135917,39005785000,50311484182,3119312019260
2005-09-30,A005380,현대차,57900,83300,57600,81500,81500,5000,889963,1138498,72863902,72484386000,81234986795,5199039154860
2005-12-31,A005380,현대차,81500,100500,72400,97300,97300,5000,855646,1012449,63784288,83370698600,85927450107,5413429356720
2006-03-31,A005380,현대차,98100,98900,78000,81700,81700,5000,595873,1115283,70262858,48711322550,95793544602,6034993309940
2006-06-30,A005380,현대차,81700,91100,70200,80600,80600,5000,1009643,1240130,75647944,81486530280,99632012111,6077552738790
