date,firmco,name,adjprc,volumn,size
2017-05-15,A000040,KR모터스,794,801,860
2017-05-16,A000040,KR모터스,838,789,850
2017-05-17,A000040,KR모터스,870,849,895
2017-05-18,A000040,KR모터스,865,868,882
2017-05-19,A000040,KR모터스,867,865,890
2017-05-22,A000040,KR모터스,876,870,876
2017-05-23,A000040,KR모터스,891,883,895
2017-05-24,A000040,KR모터스,900,904,908
2017-05-25,A000040,KR모터스,885,900,900
2017-05-26,A000040,KR모터스,888,883,899
2017-05-29,A000040,KR모터스,891,888,899
2017-05-30,A000040,KR모터스,890,891,899
2017-05-31,A000040,KR모터스,890,897,897
2017-06-01,A000040,KR모터스,885,890,895
2017-06-02,A000040,KR모터스,910,896,912
2017-06-05,A000040,KR모터스,928,908,933
2017-06-07,A000040,KR모터스,937,935,940
2017-06-08,A000040,KR모터스,906,937,942
2017-06-09,A000040,KR모터스,886,897,899
2017-06-12,A000040,KR모터스,897,876,897
2017-06-13,A000040,KR모터스,920,904,926
