trd_dt,gicode,co_nm,adj_prc,trd_qty,mkt_cap,vol
2017-04-03,A028260,삼성물산,127500,213913,24185480,0.31952
2017-04-04,A028260,삼성물산,129000,341604,24470016,0.31973
2017-04-05,A028260,삼성물산,127500,244773,24185480,0.31994
2017-04-06,A028260,삼성물산,126000,282892,23900945,0.31965
2017-04-07,A028260,삼성물산,127000,216422,24090635,0.31976
2017-04-08,A028260,삼성물산,127000,216422,24090635,0.31976
2017-04-09,A028260,삼성물산,127000,216422,24090635,0.31976
2017-04-10,A028260,삼성물산,124500,414176,23616410,0.32016
2017-04-11,A028260,삼성물산,123500,313984,23426720,0.32018
2017-04-12,A028260,삼성물산,125000,165930,23711255,0.31989
2017-04-13,A028260,삼성물산,125500,285484,23806100,0.31927
2017-04-14,A028260,삼성물산,125000,124081,23711255,0.31929
2017-04-15,A028260,삼성물산,125000,124081,23711255,0.31929
2017-04-16,A028260,삼성물산,125000,124081,23711255,0.31929
2017-04-17,A028260,삼성물산,126000,165944,23900945,0.31888
2017-04-18,A028260,삼성물산,127500,692120,24185480,0.31865
2017-04-19,A028260,삼성물산,127000,245031,24090635,0.31864
2017-04-20,A028260,삼성물산,128500,348233,24375171,0.31871
2017-04-21,A028260,삼성물산,130500,491237,24754551,0.31902
2017-04-22,A028260,삼성물산,130500,491237,24754551,0.31902
2017-04-23,A028260,삼성물산,130500,491237,24754551,0.31902
2017-04-24,A028260,삼성물산,130500,270272,24754551,0.31893
2017-04-25,A028260,삼성물산,130500,244464,24754551,0.31861
2017-04-26,A028260,삼성물산,131500,439791,24944241,0.31862
2017-04-27,A028260,삼성물산,122500,2296586,23237030,0.32512
2017-04-28,A028260,삼성물산,123500,619066,23426720,0.3249
2017-04-29,A028260,삼성물산,123500,619066,23426720,0.3249
2017-04-30,A028260,삼성물산,123500,619066,23426720,0.3249
2017-05-01,A028260,삼성물산,123500,619066,23426720,0.3249
2017-05-02,A028260,삼성물산,122500,617060,23237030,0.32474
2017-05-03,A028260,삼성물산,122500,617060,23237030,0.32474
2017-05-04,A028260,삼성물산,124000,355536,23521565,0.32561
2017-05-05,A028260,삼성물산,124000,355536,23521565,0.32561
2017-05-06,A028260,삼성물산,124000,355536,23521565,0.32561
2017-05-07,A028260,삼성물산,124000,355536,23521565,0.32561
2017-05-08,A028260,삼성물산,126500,464675,23995790,0.32558
2017-05-09,A028260,삼성물산,126500,464675,23995790,0.32558
2017-05-10,A028260,삼성물산,124500,686676,23616410,0.32603
2017-05-11,A028260,삼성물산,126500,501278,23995790,0.32621
2017-05-12,A028260,삼성물산,125500,257044,23806100,0.32592
2017-03-02,A005490,POSCO,291500,512186,25414962,0.3389
2017-03-03,A005490,POSCO,287500,261238,25066215,0.33914
2017-03-04,A005490,POSCO,287500,261238,25066215,0.33914
2017-03-05,A005490,POSCO,287500,261238,25066215,0.33914
2017-03-06,A005490,POSCO,288500,201812,25153402,0.3387
2017-03-07,A005490,POSCO,288000,163891,25109808,0.33871
2017-03-08,A005490,POSCO,290000,344480,25284182,0.33819
2017-03-09,A005490,POSCO,286000,308172,24935435,0.33664
2017-03-10,A005490,POSCO,283000,265911,24673874,0.33639
2017-03-11,A005490,POSCO,283000,265911,24673874,0.33639
2017-03-12,A005490,POSCO,283000,265911,24673874,0.33639
2017-03-13,A005490,POSCO,281000,273664,24499501,0.33648
2017-03-14,A005490,POSCO,280000,272137,24412314,0.33337
2017-03-15,A005490,POSCO,277500,238167,24194347,0.33351
2017-03-16,A005490,POSCO,291500,499310,25414962,0.33512
2017-03-17,A005490,POSCO,291500,277504,25414962,0.33243
2017-03-18,A005490,POSCO,291500,277504,25414962,0.33243
2017-03-19,A005490,POSCO,291500,277504,25414962,0.33243
2017-03-20,A005490,POSCO,296500,242146,25850897,0.33235
2017-03-21,A005490,POSCO,293000,254172,25545743,0.33214
2017-03-22,A005490,POSCO,280500,533901,24455907,0.33519
2017-03-23,A005490,POSCO,281000,272685,24499501,0.33509
2017-03-24,A005490,POSCO,278500,329305,24281534,0.33413
2017-03-25,A005490,POSCO,278500,329305,24281534,0.33413
2017-03-26,A005490,POSCO,278500,329305,24281534,0.33413
2017-03-27,A005490,POSCO,270000,505417,23540445,0.33569
2017-03-28,A005490,POSCO,275500,315380,24019973,0.33622
2017-03-29,A005490,POSCO,286500,539752,24979028,0.33779
2017-03-30,A005490,POSCO,284000,267021,24761061,0.33736
2017-03-31,A005490,POSCO,291000,548202,25371369,0.33817
2017-04-01,A005490,POSCO,291000,548202,25371369,0.33817
2017-04-02,A005490,POSCO,291000,548202,25371369,0.33817
2017-04-03,A005490,POSCO,282500,326207,24630281,0.33835
2017-04-04,A005490,POSCO,275000,354477,23976380,0.33862
2017-04-05,A005490,POSCO,280000,283512,24412314,0.33904
2017-04-06,A005490,POSCO,273000,305062,23802006,0.3356
2017-04-07,A005490,POSCO,272000,196389,23714819,0.33563
2017-04-08,A005490,POSCO,272000,196389,23714819,0.33563
2017-04-09,A005490,POSCO,272000,196389,23714819,0.33563
2017-04-10,A005490,POSCO,272500,196454,23758413,0.33563
2017-04-11,A005490,POSCO,271500,206036,23671226,0.33501
2017-04-12,A005490,POSCO,273000,234115,23802006,0.33504
2017-04-13,A005490,POSCO,265000,529101,23104511,0.33575
2017-04-14,A005490,POSCO,265500,139913,23148105,0.33348
2017-04-15,A005490,POSCO,265500,139913,23148105,0.33348
2017-04-16,A005490,POSCO,265500,139913,23148105,0.33348
2017-04-17,A005490,POSCO,264000,126320,23017324,0.33351
2017-04-18,A005490,POSCO,267000,268125,23278885,0.33368
2017-04-19,A005490,POSCO,261500,327985,22799357,0.33308
2017-04-20,A005490,POSCO,263500,242972,22973731,0.33315
2017-04-21,A005490,POSCO,270000,265129,23540445,0.332
2017-04-22,A005490,POSCO,270000,265129,23540445,0.332
2017-04-23,A005490,POSCO,270000,265129,23540445,0.332
2017-04-24,A005490,POSCO,274000,234320,23889193,0.33231
2017-04-25,A005490,POSCO,272000,210808,23714819,0.32921
2017-04-26,A005490,POSCO,272500,252934,23758413,0.32885
2017-04-27,A005490,POSCO,271000,154362,23627632,0.32883
2017-04-28,A005490,POSCO,267500,256695,23322478,0.32888
2017-04-29,A005490,POSCO,267500,256695,23322478,0.32888
2017-04-30,A005490,POSCO,267500,256695,23322478,0.32888
2017-05-01,A005490,POSCO,267500,256695,23322478,0.32888
2017-05-02,A005490,POSCO,275000,322894,23976380,0.326
2017-05-03,A005490,POSCO,275000,322894,23976380,0.326
2017-05-04,A005490,POSCO,268500,311321,23409665,0.32403
2017-05-05,A005490,POSCO,268500,311321,23409665,0.32403
2017-05-06,A005490,POSCO,268500,311321,23409665,0.32403
2017-05-07,A005490,POSCO,268500,311321,23409665,0.32403
2017-05-08,A005490,POSCO,268500,446767,23409665,0.32337
2017-05-09,A005490,POSCO,268500,446767,23409665,0.32337
2017-05-10,A005490,POSCO,270000,349381,23540445,0.31972
2017-05-11,A005490,POSCO,270500,302914,23584039,0.31966
2017-05-12,A005490,POSCO,272500,240894,23758413,0.3197
2017-03-02,A055550,신한지주,47050,1520677,22311091,0.22615
2017-03-03,A055550,신한지주,47150,968309,22358511,0.226
2017-03-04,A055550,신한지주,47150,968309,22358511,0.226
2017-03-05,A055550,신한지주,47150,968309,22358511,0.226
2017-03-06,A055550,신한지주,46800,962018,22192541,0.22583
2017-03-07,A055550,신한지주,46950,471074,22263671,0.22528
2017-03-08,A055550,신한지주,47150,743938,22358511,0.22527
2017-03-09,A055550,신한지주,46650,833203,22121411,0.22555
2017-03-10,A055550,신한지주,47350,724133,22453350,0.22601
2017-03-11,A055550,신한지주,47350,724133,22453350,0.22601
2017-03-12,A055550,신한지주,47350,724133,22453350,0.22601
2017-03-13,A055550,신한지주,49050,1852240,23259490,0.22815
2017-03-14,A055550,신한지주,49700,1620230,23567719,0.22832
2017-03-15,A055550,신한지주,49400,802251,23425460,0.22823
2017-03-16,A055550,신한지주,49450,1371969,23449170,0.22787
2017-03-17,A055550,신한지주,49750,1091479,23591429,0.22787
2017-03-18,A055550,신한지주,49750,1091479,23591429,0.22787
2017-03-19,A055550,신한지주,49750,1091479,23591429,0.22787
2017-03-20,A055550,신한지주,49000,944782,23235780,0.22841
2017-03-21,A055550,신한지주,48500,962852,22998680,0.22866
2017-03-22,A055550,신한지주,47750,1206813,22643030,0.2291
2017-03-23,A055550,신한지주,48350,820831,22927550,0.22932
2017-03-24,A055550,신한지주,49000,466466,23235780,0.22964
2017-03-25,A055550,신한지주,49000,466466,23235780,0.22964
2017-03-26,A055550,신한지주,49000,466466,23235780,0.22964
2017-03-27,A055550,신한지주,48050,892067,22785290,0.23044
2017-03-28,A055550,신한지주,47800,1029691,22666740,0.23045
2017-03-29,A055550,신한지주,47300,1059100,22429640,0.2307
2017-03-30,A055550,신한지주,46950,1096901,22263671,0.23005
2017-03-31,A055550,신한지주,46600,974497,22097701,0.2302
2017-04-01,A055550,신한지주,46600,974497,22097701,0.2302
2017-04-02,A055550,신한지주,46600,974497,22097701,0.2302
2017-04-03,A055550,신한지주,46800,794565,22192541,0.22969
2017-04-04,A055550,신한지주,46700,604829,22145121,0.22967
2017-04-05,A055550,신한지주,47300,810407,22429640,0.22999
2017-04-06,A055550,신한지주,47700,927215,22619320,0.22986
2017-04-07,A055550,신한지주,46850,1064264,22216251,0.23009
2017-04-08,A055550,신한지주,46850,1064264,22216251,0.23009
2017-04-09,A055550,신한지주,46850,1064264,22216251,0.23009
2017-04-10,A055550,신한지주,46000,666963,21813181,0.23042
2017-04-11,A055550,신한지주,45800,603428,21718341,0.23022
2017-04-12,A055550,신한지주,45600,473241,21623501,0.23025
2017-04-13,A055550,신한지주,46550,735746,22073991,0.23067
2017-04-14,A055550,신한지주,46250,369293,21931731,0.22387
2017-04-15,A055550,신한지주,46250,369293,21931731,0.22387
2017-04-16,A055550,신한지주,46250,369293,21931731,0.22387
2017-04-17,A055550,신한지주,47000,670533,22287381,0.22425
2017-04-18,A055550,신한지주,47050,628835,22311091,0.22421
2017-04-19,A055550,신한지주,47200,801514,22382221,0.22373
2017-04-20,A055550,신한지주,47650,904257,22595610,0.22381
2017-04-21,A055550,신한지주,47650,1314224,22595610,0.22381
2017-04-22,A055550,신한지주,47650,1314224,22595610,0.22381
2017-04-23,A055550,신한지주,47650,1314224,22595610,0.22381
2017-04-24,A055550,신한지주,48800,1160904,23140940,0.22501
2017-04-25,A055550,신한지주,48900,1235945,23188360,0.22474
2017-04-26,A055550,신한지주,48650,814383,23069810,0.22458
2017-04-27,A055550,신한지주,48000,795277,22761580,0.22416
2017-04-28,A055550,신한지주,47550,792293,22548190,0.22416
2017-04-29,A055550,신한지주,47550,792293,22548190,0.22416
2017-04-30,A055550,신한지주,47550,792293,22548190,0.22416
2017-05-01,A055550,신한지주,47550,792293,22548190,0.22416
2017-05-02,A055550,신한지주,48150,1297348,22832710,0.22216
2017-05-03,A055550,신한지주,48150,1297348,22832710,0.22216
2017-05-04,A055550,신한지주,48450,623783,22974970,0.22256
2017-05-05,A055550,신한지주,48450,623783,22974970,0.22256
2017-05-06,A055550,신한지주,48450,623783,22974970,0.22256
2017-05-07,A055550,신한지주,48450,623783,22974970,0.22256
2017-05-08,A055550,신한지주,49850,1096782,23638849,0.22385
2017-05-09,A055550,신한지주,49850,1096782,23638849,0.22385
2017-05-10,A055550,신한지주,49300,2329091,23378040,0.22342
2017-05-11,A055550,신한지주,50800,1958462,24089339,0.22493
2017-05-12,A055550,신한지주,50100,648807,23757399,0.22515
